Round,Phase,Individual,Puzzler,Cohort,cluster,prob_cluster_0,prob_cluster_1,prob_cluster_2,pa_score,na_score,emotional_cluster_id,emotional_label
round_2,phase1,9,1,D1_1,1,0.2503126956563515,0.7089838991276484,0.0407034052160008,1.8,1.5,2,Drained/Disengaged
round_4,phase3,9,1,D1_1,0,0.805238804081233,0.0664205025108509,0.1283406934079147,1.8,1.5,2,Drained/Disengaged
round_4,phase2,9,1,D1_1,0,0.80446798181506,0.0714555665098226,0.1240764516751169,2.6,1.0,0,Engaged/Calm
round_4,phase1,9,1,D1_1,1,0.35355274717127,0.6446026614238066,0.0018445914049232,2.250104760916918,1.3419078242229368,1,Alert/Anxious
round_1,phase3,9,1,D1_1,2,4.655303452422613e-22,1.0892266678720394e-24,1.0,1.6,1.3333333333333333,2,Drained/Disengaged
round_1,phase2,9,1,D1_1,0,0.943513427802288,1.5829866291656015e-06,0.0564849892110841,2.4,1.1666666666666667,1,Alert/Anxious
round_1,phase1,9,1,D1_1,0,0.997876641701902,7.766086399598519e-11,0.0021233582204343,2.4,1.1666666666666667,1,Alert/Anxious
round_3,phase3,10,1,D1_1,0,0.8443663329229967,0.0789429019532272,0.0766907651237768,2.4,1.1666666666666667,1,Alert/Anxious
round_3,phase2,10,1,D1_1,0,0.9811282797927068,0.0024299012360385,0.0164418189712531,3.0,1.5,1,Alert/Anxious
round_3,phase1,10,1,D1_1,1,0.3549279249115963,0.643759453847054,0.001312621241349,2.0,1.3333333333333333,2,Drained/Disengaged
round_2,phase3,10,1,D1_1,0,0.548347748024109,6.676230091598679e-05,0.4515854896749759,2.0,2.0,3,Tense/Stressed
round_2,phase2,10,1,D1_1,2,7.15646510320697e-07,0.0002073368285938,0.9997919475248958,3.0,2.0,3,Tense/Stressed
round_2,phase1,10,1,D1_1,0,0.9974121619198346,4.564555462670742e-05,0.0025421925255395,1.8,1.3333333333333333,2,Drained/Disengaged
round_4,phase3,10,1,D1_1,1,0.0028578463742772,0.9947068222023328,0.0024353314233887,2.0,2.0,3,Tense/Stressed
round_4,phase2,10,1,D1_1,1,0.1254446292977874,0.7442788211835524,0.1302765495186598,2.4,2.6666666666666665,3,Tense/Stressed
round_4,phase1,10,1,D1_1,0,0.7646396966555687,7.108379817322314e-10,0.2353603026335939,2.0,1.3333333333333333,2,Drained/Disengaged
round_1,phase3,10,1,D1_1,2,8.041098419256781e-11,6.047695882072185e-10,0.99999999931482,2.6,1.1666666666666667,1,Alert/Anxious
round_1,phase2,10,1,D1_1,0,0.5020317752715006,5.910693213946252e-08,0.4979681656215675,3.6,1.3333333333333333,1,Alert/Anxious
round_1,phase1,10,1,D1_1,0,0.9928860364940624,2.2408746743281557e-11,0.0071139634835278,3.0,1.5,1,Alert/Anxious
round_3,phase3,11,0,D1_1,0,0.8760400255981415,0.1231987404349453,0.000761233966912,1.9825806451612906,1.1666666666666667,2,Drained/Disengaged
round_3,phase2,11,0,D1_1,2,8.36704210232665e-08,0.0001373694603193,0.99986254686926,2.8,1.3333333333333333,1,Alert/Anxious
round_3,phase1,11,0,D1_1,1,0.0099039838093752,0.9849150728400458,0.0051809433505778,2.436774193548387,1.3333333333333333,1,Alert/Anxious
round_2,phase3,11,0,D1_1,1,0.3697724732626931,0.6078494327689867,0.0223780939683206,1.8,1.6666666666666667,3,Tense/Stressed
round_2,phase2,11,0,D1_1,2,0.0975347485665805,0.0002097019782991,0.9022555494551208,2.8,2.0,3,Tense/Stressed
round_2,phase1,11,0,D1_1,0,0.9932625470482132,0.0041236453506167,0.0026138076011703,2.036774193548387,2.6666666666666665,3,Tense/Stressed
round_4,phase3,11,0,D1_1,2,9.123527447353223e-08,1.0514913981651552e-08,0.999999898249813,2.6,1.3333333333333333,1,Alert/Anxious
round_4,phase2,11,0,D1_1,2,0.0580398413310603,0.0526112148888618,0.8893489437800772,2.2,1.8333333333333333,3,Tense/Stressed
round_4,phase1,11,0,D1_1,1,0.004561186767495,0.995423755265544,1.5057966961086553e-05,2.0,0.8333333333333334,0,Engaged/Calm
round_1,phase3,11,0,D1_1,0,0.7907811401128465,9.181525437154452e-09,0.2092188507056292,2.8,1.1666666666666667,1,Alert/Anxious
round_1,phase2,11,0,D1_1,2,1.3568975674090774e-08,5.259942774954145e-09,0.9999999811710832,1.6,1.6666666666666667,3,Tense/Stressed
round_1,phase1,11,0,D1_1,0,0.9530354699526608,4.2805915751113324e-08,0.0469644872414221,1.8,2.0,3,Tense/Stressed
round_3,phase3,12,0,D1_1,2,0.1228546592408909,3.189291882224696e-06,0.8771421514672252,3.0,1.8333333333333333,3,Tense/Stressed
round_3,phase2,12,0,D1_1,1,0.120536694854156,0.8757054051833237,0.0037578999625211,2.0,1.3333333333333333,2,Drained/Disengaged
