Round,Phase,Individual,Puzzler,Cohort,cluster,prob_cluster_0,prob_cluster_1,prob_cluster_2
round_3,phase3,25,0,D1_5,0,0.9545839050121594,0.0008382465289522439,0.04457784845888835
round_3,phase2,25,0,D1_5,2,3.926981096062356e-12,2.351657920213038e-06,0.9999976483381527
round_3,phase1,25,0,D1_5,0,0.9340475854827297,0.001304560343935699,0.06464785417333536
round_2,phase3,25,0,D1_5,2,2.6715167490129165e-07,9.916000565967472e-10,0.9999997318567257
round_2,phase2,25,0,D1_5,2,0.14216125790880016,2.5734410385772026e-12,0.857838742088626
round_2,phase1,25,0,D1_5,1,0.11803077688934163,0.8754899439254376,0.006479279185219555
round_4,phase3,25,0,D1_5,2,0.00018565707126730853,9.831427930768727e-11,0.9998143428304173
round_4,phase2,25,0,D1_5,0,0.8489567355112398,0.00030766977379260475,0.15073559471496908
round_4,phase1,25,0,D1_5,0,0.948045877558165,0.042392124030952855,0.009561998410883347
round_1,phase3,25,0,D1_5,2,0.0293049924334195,0.4673757521300834,0.5033192554364971
round_1,phase2,25,0,D1_5,1,0.1744752453546964,0.815795484016065,0.009729270629237632
round_1,phase1,25,0,D1_5,1,0.0022912940775391298,0.986934083798518,0.010774622123944255
round_3,phase3,26,1,D1_5,2,0.003446285781941402,3.099608517200432e-09,0.9965537111184501
round_3,phase2,26,1,D1_5,0,0.5529533565300989,0.4178262259799819,0.029220417489918903
round_3,phase1,26,1,D1_5,0,0.9999761716568386,1.2824956690538063e-14,2.382834314722132e-05
round_2,phase3,26,1,D1_5,1,0.00033801097848952673,0.9752033293114263,0.024458659710084936
round_2,phase2,26,1,D1_5,2,3.097818165549626e-11,1.729035209500513e-08,0.99999998267867
round_2,phase1,26,1,D1_5,0,0.996721473759998,0.0005324200287524514,0.0027461062112480563
round_4,phase3,26,1,D1_5,1,0.005903140828610415,0.9663481710824358,0.027748688088952794
round_4,phase2,26,1,D1_5,2,0.03604269968967636,0.053368816187539456,0.9105884841227838
round_4,phase1,26,1,D1_5,0,0.7200249466850774,2.625927110930166e-05,0.27994879404381484
round_1,phase3,26,1,D1_5,1,0.19640389458605365,0.7034617043854761,0.10013440102847004
round_1,phase2,26,1,D1_5,2,1.2963141187626368e-08,3.722913300694019e-09,0.9999999833139449
round_1,phase1,26,1,D1_5,0,0.7457681399087667,0.2413939912213871,0.012837868869846562
